REG;DEP;LIBDEP;DEPCOM;CODEPOSTAL;LIBCOM;NUMVOIE;INDREP;TYPVOIE;NOMVOIE;NUMAPPT;NUMBOITE;ESC;COULOIR;ETAGE;COMPLIDENT;ENTREE;BAT;IMMEU;COMPLGEO;LIEUDIT;QPV;TYPECONST;NBPIECE;SURFHAB;CONSTRUCT;LOCAT;PATRIMOINE;ORIGINE;FINAN;DATCONV;NEWLOGT;CUS;DPEENERGIE;DPESERRE;SRU_EXPIR;SRU_ALINEA;CODSEGPATRIM;nb
76;11;AUDE;11262;11100;NARBONNE;16;;R;VOLTAIRE;4201;;;;1;;;;;;APT N.9 RESIDENCE SAN MIGUEL;1;C;3;1184.0;1851;1988;1988;3;12;24/11/1986;;;C;B;;;;19.0
76;11;AUDE;11262;11100;NARBONNE;1;;RUE;VIOLLET LE DUC;11;;1;;1;;;ENSEMBLE 1;;RESIDENCE VIOLLET LE DUC;;1;C;1;260.0;1930;2004;2004;2;10;15/02/2005;;10.0;;;2038.0;2.0;92;9.0
76;11;AUDE;11262;11100;NARBONNE;4;;RUE;TURGOT;32;;1;;3;;;ENSEMBLE 1;;CHARITE (30 HLM);;1;C;2;972.0;1977;1977;1977;1;99;01/01/2000;;;;;2024.0;2.0;31;20.0
76;11;AUDE;11262;11100;NARBONNE;1;;RUE;TURGOT;31;;1;;3;;;BATIMENT 1;;CHARITE (32 ILM);;1;C;3;514.0;1975;1975;1975;1;99;01/01/2000;;;;;2024.0;2.0;27;8.0
76;11;AUDE;11262;11100;NARBONNE;2;;IMPASSE;TURGOT;2;;3;;0;;;BATIMENT 1;;CHARITE (32 ILN);;1;C;3;754.0;1973;1973;1973;1;99;01/01/2000;;;;;2024.0;2.0;20;12.0
76;11;AUDE;11262;11100;NARBONNE;3;;IMPASSE;TURGOT;12;;3;;1;;;BATIMENT 1;;CHARITE (32 ILM);;1;C;3;709.0;1975;1975;1975;1;99;01/01/2000;;;;;2024.0;2.0;27;12.0
76;11;AUDE;11262;11100;NARBONNE;6;;RUE;TURGOT;1;;2;;0;;;ENSEMBLE 1;;CHARITE (30 HLM);;1;C;1;379.0;1977;1977;1977;1;99;01/01/2000;;;;;2024.0;2.0;31;8.0
76;11;AUDE;11262;11100;NARBONNE;3;;RUE;TURGOT;22;;1;;2;;;BATIMENT 1;;CHARITE (32 ILN);;1;C;3;532.0;1973;1973;1973;1;99;01/01/2000;;;;;2024.0;2.0;20;8.0
76;11;AUDE;11262;11100;NARBONNE;1;;IMPASSE;TURGOT;2;;2;;0;;;BATIMENT 1;;CHARITE (32 ILN);;1;C;3;711.0;1973;1973;1973;1;99;01/01/2000;;;;;2024.0;2.0;20;12.0
76;11;AUDE;11262;11100;NARBONNE;2 B;;RUE;TURGOT;1;;1;;0;;;BATIMENT 2;;CHARITE (31 PLA);;1;C;4;304.0;1981;1981;1981;1;12;01/05/1988;;;;;2022.0;2.0;39;4.0
76;11;AUDE;11262;11100;NARBONNE;72;;RUE;TURENNE;;;7;;0;;;ENSEMBLE 1;;16 PLA TURENNE;;2;I;3;73.0;1987;1987;1987;1;12;01/09/1987;;;;;2021.0;2.0;52;1.0
76;11;AUDE;11262;11100;NARBONNE;66;;RUE;TURENNE;;;4;;0;;;ENSEMBLE 1;;16 PLA TURENNE;;2;I;4;86.0;1987;1987;1987;1;12;01/09/1987;;;;;2021.0;2.0;52;1.0
76;11;AUDE;11262;11100;NARBONNE;62;;RUE;TURENNE;;;2;;0;;;ENSEMBLE 1;;16 PLA TURENNE;;2;I;3;73.0;1987;1987;1987;1;12;01/09/1987;;;;;2021.0;2.0;52;1.0
76;11;AUDE;11262;11100;NARBONNE;60;;RUE;TURENNE;;;1;;0;;;ENSEMBLE 1;;16 PLA TURENNE;;2;I;4;86.0;1987;1987;1987;1;12;01/09/1987;;;;;2021.0;2.0;52;1.0
76;11;AUDE;11262;11100;NARBONNE;64;;RUE;TURENNE;;;3;;0;;;ENSEMBLE 1;;16 PLA TURENNE;;2;I;3;73.0;1987;1987;1987;1;12;01/09/1987;;;;;2021.0;2.0;52;1.0
76;11;AUDE;11262;11100;NARBONNE;68;;RUE;TURENNE;;;5;;0;;;ENSEMBLE 1;;16 PLA TURENNE;;2;I;4;86.0;1987;1987;1987;1;12;01/09/1987;;;;;2021.0;2.0;52;1.0
76;11;AUDE;11262;11100;NARBONNE;74;;RUE;TURENNE;;;8;;0;;;ENSEMBLE 1;;16 PLA TURENNE;;2;I;4;86.0;1987;1987;1987;1;12;01/09/1987;;;;;2021.0;2.0;52;1.0
76;11;AUDE;11262;11100;NARBONNE;70;;RUE;TURENNE;;;6;;0;;;ENSEMBLE 1;;16 PLA TURENNE;;2;I;3;73.0;1987;1987;1987;1;12;01/09/1987;;;;;2021.0;2.0;52;1.0
76;11;AUDE;11262;11100;NARBONNE;K;;RUE;THEOPHILE HELENA;32;;11;;3;;;BATIMENT 1;;ARENES ROMAINES;;2;C;3;387.0;1959;1959;1959;1;99;01/01/1993;;;;;2027.0;2.0;12;7.0
76;11;AUDE;11262;11100;NARBONNE;L;;RUE;THEOPHILE HELENA;1;;12;;0;;;BATIMENT 1;;ARENES ROMAINES;;2;C;2;414.0;1959;1959;1959;1;99;01/01/1993;;;;;2027.0;2.0;12;7.0
76;11;AUDE;11262;11100;NARBONNE;I;;RUE;THEOPHILE HELENA;21;;9;;2;;;BATIMENT 1;;ARENES ROMAINES;;2;C;2;221.0;1959;1959;1959;1;99;01/01/1993;;;;;2027.0;2.0;12;6.0
76;11;AUDE;11262;11100;NARBONNE;J;;RUE;THEOPHILE HELENA;31;;10;;3;;;BATIMENT 1;;ARENES ROMAINES;;2;C;3;293.0;1959;1959;1959;1;99;01/01/1993;;;;;2027.0;2.0;12;6.0
76;11;AUDE;11262;11100;NARBONNE;M;;RUE;THEOPHILE HELENA;2;;13;;0;;;BATIMENT 1;;ARENES ROMAINES;;2;C;3;426.0;1959;1959;1959;1;99;01/01/1993;;;;;2027.0;2.0;12;7.0
76;11;AUDE;11262;11100;NARBONNE;Y;;RUE;THEOPHILE HELENA;11;;25;;1;;;BATIMENT 1;;ARENES ROMAINES;;2;C;4;418.0;1959;1959;1959;1;99;01/01/1993;;;;;2027.0;2.0;12;7.0
76;11;AUDE;11262;11100;NARBONNE;X;;RUE;THEOPHILE HELENA;31;;24;;3;;;BATIMENT 1;;ARENES ROMAINES;;2;C;4;418.0;1959;1959;1959;1;99;01/01/1993;;;;;2027.0;2.0;12;7.0
76;11;AUDE;11262;11100;NARBONNE;W;;RUE;THEOPHILE HELENA;31;;23;;3;;;BATIMENT 1;;ARENES ROMAINES;;2;C;4;417.0;1959;1959;1959;1;99;01/01/1993;;;;;2027.0;2.0;12;7.0
76;11;AUDE;11262;11100;NARBONNE;5;;RUE;SIMON CASTAN;6;;0;;0;;;B;AMBROSIA;;;2;C;4;4083.0;2016;2016;2016;4;13;15/12/2014;;13.0;;;2065.0;;2;59.0
76;11;AUDE;11262;11100;NARBONNE;7;;RUE;SIMON CASTAN;234;;;;3;;;;;;APPARTEMENT 0234;2;C;3;7341.0;2016;2016;2016;1;13;17/04/2016;;;A;A;;;02-0488;102.0
76;11;AUDE;11262;11100;NARBONNE;29B;;RUE;SIMON CASTAN;;;15;;0;;;ENSEMBLE 2;;29 PLA RESIDENCE CAPELLE;;1;I;4;85.0;1998;1999;1998;1;12;01/04/1999;;;;;2030.0;2.0;85;1.0
76;11;AUDE;11262;11100;NARBONNE;29A;;RUE;SIMON CASTAN;;;14;;0;;;ENSEMBLE 2;;29 PLA RESIDENCE CAPELLE;;1;I;4;86.0;1998;1999;1998;1;12;01/04/1999;;;;;2030.0;2.0;85;1.0
76;11;AUDE;11262;11100;NARBONNE;31A;;RUE;SIMON CASTAN;;;17;;0;;;ENSEMBLE 2;;29 PLA RESIDENCE CAPELLE;;1;I;4;85.0;1998;1999;1998;1;12;01/04/1999;;;;;2030.0;2.0;85;1.0
76;11;AUDE;11262;11100;NARBONNE;31B;;RUE;SIMON CASTAN;;;18;;0;;;ENSEMBLE 2;;29 PLA RESIDENCE CAPELLE;;1;I;4;85.0;1998;1999;1998;1;12;01/04/1999;;;;;2030.0;2.0;85;1.0
76;11;AUDE;11262;11100;NARBONNE;29C;;RUE;SIMON CASTAN;;;16;;0;;;ENSEMBLE 2;;29 PLA RESIDENCE CAPELLE;;1;I;4;85.0;1998;1999;1998;1;12;01/04/1999;;;;;2030.0;2.0;85;1.0
76;11;AUDE;11262;11100;NARBONNE;31C;;RUE;SIMON CASTAN;;;19;;0;;;ENSEMBLE 2;;29 PLA RESIDENCE CAPELLE;;1;I;4;83.0;1998;1999;1998;1;12;01/04/1999;;;;;2030.0;2.0;85;1.0
76;11;AUDE;11262;11100;NARBONNE;3;;RUE;SIMON CASTAN;1;;3;;0;;;C;CLOS SIMON;;;2;C;3;2540.0;2015;2017;2017;4;13;14/09/2015;;13.0;;;2066.0;;2;34.0
76;11;AUDE;11262;11100;NARBONNE;3;;PLACE;SAINT AMBROISE;;;9;;0;;;ENSEMBLE 1;;RESIDENCE ISLE SAINT-AMBROISE;;1;I;4;82.0;1992;1992;1992;1;12;01/01/1992;;;;;2025.0;2.0;61;1.0
76;11;AUDE;11262;11100;NARBONNE;4;;PLACE;SAINT AMBROISE;;;10;;0;;;ENSEMBLE 1;;RESIDENCE ISLE SAINT-AMBROISE;;1;I;4;82.0;1992;1992;1992;1;12;01/01/1992;;;;;2025.0;2.0;61;1.0
76;11;AUDE;11262;11100;NARBONNE;5;;PLACE;SAINT AMBROISE;;;11;;0;;;ENSEMBLE 1;;RESIDENCE ISLE SAINT-AMBROISE;;1;I;4;82.0;1992;1992;1992;1;12;01/01/1992;;;;;2025.0;2.0;61;1.0
76;11;AUDE;11262;11100;NARBONNE;2;;PLACE;SAINT AMBROISE;;;8;;0;;;ENSEMBLE 1;;RESIDENCE ISLE SAINT-AMBROISE;;1;I;4;82.0;1992;1992;1992;1;12;01/01/1992;;;;;2025.0;2.0;61;1.0
76;11;AUDE;11262;11100;NARBONNE;1;;PLACE;SAINT AMBROISE;;;7;;0;;;ENSEMBLE 1;;RESIDENCE ISLE SAINT-AMBROISE;;1;I;4;82.0;1992;1992;1992;1;12;01/01/1992;;;;;2025.0;2.0;61;1.0
76;11;AUDE;11262;11100;NARBONNE;15;;;RUE DU PROFESSEUR FLEMING;;;1;;5;;;BAT.A;;LA DOMITIENNE;;2;C;4;3417.0;2010;2010;2010;4;13;19/11/2008;;;;;2058.0;2.0;180;54.0
76;11;AUDE;11262;11100;NARBONNE;1;BIS;;RUE DU COMMERCE;B51;;;;5;;;;;RESIDENCE AMARRAGE BATIMENT B;;2;C;3;2137.0;2013;2013;2013;4;13;15/05/2013;;13.0;A;A;2062.0;2.0;6496;37.0
76;11;AUDE;11262;11100;NARBONNE;BT B;;RUE;RSD LEON JOUHAUX RUE G. LUSSAC;1;;B;;0;;;ENSEMBLE 1;;RESIDENCE   LEON  JOUHAUX;;2;C;3;370.0;1956;1999;1999;2;11;15/12/1999;;;;;2031.0;2.0;86;6.0
76;11;AUDE;11262;11100;NARBONNE;BT A;;RUE;RSD LEON JOUHAUX RUE G. LUSSAC;2;;A;;0;;;ENSEMBLE 1;;RESIDENCE   LEON  JOUHAUX;;2;C;3;520.0;1956;1999;1999;2;11;15/12/1999;;;;;2031.0;2.0;86;8.0
76;11;AUDE;11262;11100;NARBONNE;BT C;;RUE;RSD LEON JOUHAUX RUE G. LUSSAC;22;;C;;2;;;ENSEMBLE 1;;RESIDENCE   LEON  JOUHAUX;;2;C;2;391.0;1956;1999;1999;2;11;15/12/1999;;;;;2031.0;2.0;86;6.0
76;11;AUDE;11262;11100;NARBONNE;3;;RUE;ROMAIN;12;;2;;1;;;ENSEMBLE 1;;34 LOGEMENTS MISTRAL;;2;C;4;1048.0;1995;1995;1995;1;12;01/04/1995;;;;;2028.0;2.0;72;14.0
76;11;AUDE;11262;11100;NARBONNE;1;;RUE;ROMAIN;35;;1;;3;;;ENSEMBLE 1;;34 LOGEMENTS MISTRAL;;2;C;4;1492.0;1995;1995;1995;1;12;01/04/1995;;;;;2028.0;2.0;72;20.0
76;11;AUDE;11262;11100;NARBONNE;17;;RUE;ROCHAMBEAU;;;1;;0;;;ENSEMBLE 1;;VILLAS  CONVENTION;;2;I;3;71.0;1935;1935;1935;1;52;;;;;;;;2;1.0
76;11;AUDE;11262;11100;NARBONNE;22;;RUE;ROBESPIERRE;;;11;;1;;;BATIMENT;;ROBESPIERRE;;2;I;4;68.0;1952;1963;1963;1;99;01/01/1999;;;;;2030.0;2.0;5;1.0
76;11;AUDE;11262;11100;NARBONNE;40;;RUE;ROBESPIERRE;;;20;;0;;;BATIMENT;;ROBESPIERRE;;2;I;3;54.0;1952;1963;1963;1;99;01/01/1999;;;;;2030.0;2.0;5;1.0
76;11;AUDE;11262;11100;NARBONNE;38;;RUE;ROBESPIERRE;;;19;;1;;;BATIMENT;;ROBESPIERRE;;2;I;4;68.0;1952;1963;1963;1;99;01/01/1999;;;;;2030.0;2.0;5;1.0
76;11;AUDE;11262;11100;NARBONNE;36;;RUE;ROBESPIERRE;;;18;;0;;;BATIMENT;;ROBESPIERRE;;2;I;3;54.0;1952;1963;1963;1;99;01/01/1999;;;;;2030.0;2.0;5;1.0
76;11;AUDE;11262;11100;NARBONNE;32;;RUE;ROBESPIERRE;;;16;;0;;;BATIMENT;;ROBESPIERRE;;2;I;3;54.0;1952;1963;1963;1;99;01/01/1999;;;;;2030.0;2.0;5;1.0
76;11;AUDE;11262;11100;NARBONNE;30;;RUE;ROBESPIERRE;;;15;;1;;;BATIMENT;;ROBESPIERRE;;2;I;4;68.0;1952;1963;1963;1;99;01/01/1999;;;;;2030.0;2.0;5;1.0
76;11;AUDE;11262;11100;NARBONNE;28;;RUE;ROBESPIERRE;;;14;;0;;;BATIMENT;;ROBESPIERRE;;2;I;3;54.0;1952;1963;1963;1;99;01/01/1999;;;;;2030.0;2.0;5;1.0
76;11;AUDE;11262;11100;NARBONNE;26;;RUE;ROBESPIERRE;;;13;;1;;;BATIMENT;;ROBESPIERRE;;2;I;4;68.0;1952;1963;1963;1;99;01/01/1999;;;;;2030.0;2.0;5;1.0
76;11;AUDE;11262;11100;NARBONNE;24;;RUE;ROBESPIERRE;;;12;;0;;;BATIMENT;;ROBESPIERRE;;2;I;3;54.0;1952;1963;1963;1;99;01/01/1999;;;;;2030.0;2.0;5;1.0
76;11;AUDE;11262;11100;NARBONNE;16;;RUE;ROBESPIERRE;;;8;;0;;;BATIMENT;;ROBESPIERRE;;2;I;3;54.0;1952;1963;1963;1;99;01/01/1999;;;;;2030.0;2.0;5;1.0
76;11;AUDE;11262;11100;NARBONNE;20;;RUE;ROBESPIERRE;;;10;;0;;;BATIMENT;;ROBESPIERRE;;2;I;3;54.0;1952;1963;1963;1;99;01/01/1999;;;;;2030.0;2.0;5;1.0
76;11;AUDE;11262;11100;NARBONNE;18;;RUE;ROBESPIERRE;;;9;;1;;;BATIMENT;;ROBESPIERRE;;2;I;4;68.0;1952;1963;1963;1;99;01/01/1999;;;;;2030.0;2.0;5;1.0
76;11;AUDE;11262;11100;NARBONNE;44;;RUE;ROBESPIERRE;;;22;;0;;;BATIMENT;;ROBESPIERRE;;2;I;3;54.0;1952;1963;1963;1;99;01/01/1999;;;;;2030.0;2.0;5;1.0
76;11;AUDE;11262;11100;NARBONNE;14;;RUE;ROBESPIERRE;;;7;;1;;;BATIMENT;;ROBESPIERRE;;2;I;4;68.0;1952;1963;1963;1;99;01/01/1999;;;;;2030.0;2.0;5;1.0
76;11;AUDE;11262;11100;NARBONNE;12;;RUE;ROBESPIERRE;;;6;;0;;;BATIMENT;;ROBESPIERRE;;2;I;3;54.0;1952;1963;1963;1;99;01/01/1999;;;;;2030.0;2.0;5;1.0
76;11;AUDE;11262;11100;NARBONNE;10;;RUE;ROBESPIERRE;;;5;;1;;;BATIMENT;;ROBESPIERRE;;2;I;4;68.0;1952;1963;1963;1;99;01/01/1999;;;;;2030.0;2.0;5;1.0
76;11;AUDE;11262;11100;NARBONNE;8;;RUE;ROBESPIERRE;;;4;;0;;;BATIMENT;;ROBESPIERRE;;2;I;3;54.0;1952;1963;1963;1;99;01/01/1999;;;;;2030.0;2.0;5;1.0
76;11;AUDE;11262;11100;NARBONNE;6;;RUE;ROBESPIERRE;;;3;;1;;;BATIMENT;;ROBESPIERRE;;2;I;4;68.0;1952;1963;1963;1;99;01/01/1999;;;;;2030.0;2.0;5;1.0
76;11;AUDE;11262;11100;NARBONNE;4;;RUE;ROBESPIERRE;;;2;;0;;;BATIMENT;;ROBESPIERRE;;2;I;3;54.0;1952;1963;1963;1;99;01/01/1999;;;;;2030.0;2.0;5;1.0
76;11;AUDE;11262;11100;NARBONNE;2;;RUE;ROBESPIERRE;;;1;;1;;;BATIMENT;;ROBESPIERRE;;2;I;4;68.0;1952;1963;1963;1;99;01/01/1999;;;;;2030.0;2.0;5;1.0
76;11;AUDE;11262;11100;NARBONNE;42;;RUE;ROBESPIERRE;;;21;;1;;;BATIMENT;;ROBESPIERRE;;2;I;4;68.0;1952;1963;1963;1;99;01/01/1999;;;;;2030.0;2.0;5;1.0
76;11;AUDE;11262;11100;NARBONNE;34;;RUE;ROBESPIERRE;;;17;;1;;;BATIMENT;;ROBESPIERRE;;2;I;4;68.0;1952;1963;1963;1;99;01/01/1999;;;;;2030.0;2.0;5;1.0
76;11;AUDE;11262;11100;NARBONNE;6;;IMP;REAUMUR;5925;;;;1;;;;;;APT N.4;1;C;2;325.0;2012;2012;2012;4;10;01/03/2012;;;A;A;;;;5.0
76;11;AUDE;11262;11100;NARBONNE;20;;;QUAI D'ALSACE;C323;;;;2;;;;;RESIDENCE QUAI DU MIDI BAT C ENTREE C3;;2;C;2;2295.0;2011;2011;2011;4;11;11/12/2007;;10.0;B;B;2058.0;2.0;6427;40.0
76;11;AUDE;11262;11100;NARBONNE;32;;RUE;PROFESSEUR FLEMING;;;32;;1;;;BATIMENT 1;;PROFESSEUR FLEMING;;2;I;2;81.0;1959;1959;1959;1;99;01/07/1995;;;;;2028.0;2.0;9;2.0
76;11;AUDE;11262;11100;NARBONNE;30;;RUE;PROFESSEUR FLEMING;;;30;;0;;;BATIMENT 1;;PROFESSEUR FLEMING;;2;I;2;81.0;1959;1959;1959;1;99;01/07/1995;;;;;2028.0;2.0;9;2.0
76;11;AUDE;11262;11100;NARBONNE;22;;AVENUE;POMPIDOR;;;3;;0;;;BATIMENT 2;;ST JEAN ST PIERRE 73 HLM;;1;I;2;50.0;1975;1975;1975;1;52;01/01/1991;;;;;2024.0;2.0;30;1.0
76;11;AUDE;11262;11100;NARBONNE;8;;AVENUE;POMPIDOR;41;;1;;4;;;BATIMENT 1;;ST JEAN ST PIERRE 73 HLM;;1;C;3;716.0;1975;1975;1975;1;52;01/01/1991;;;;;2024.0;2.0;30;10.0
76;11;AUDE;11262;11100;NARBONNE;12;;AVENUE;POMPIDOR;21;;3;;2;;;BATIMENT 1;;ST JEAN ST PIERRE 73 HLM;;1;C;3;720.0;1975;1975;1975;1;52;01/01/1991;;;;;2024.0;2.0;30;10.0
76;11;AUDE;11262;11100;NARBONNE;6;;AVENUE;POMPIDOR;21;;3;;2;;;BATIMENT 1;;SAINT JEAN SAINT PIERRE (52 HLM);;1;C;3;716.0;1978;1978;1978;1;52;01/01/1991;;;;;2024.0;2.0;32;10.0
76;11;AUDE;11262;11100;NARBONNE;20;;AVENUE;POMPIDOR;;;2;;0;;;BATIMENT 2;;ST JEAN ST PIERRE 73 HLM;;1;I;2;50.0;1975;1975;1975;1;52;01/01/1991;;;;;2024.0;2.0;30;1.0
76;11;AUDE;11262;11100;NARBONNE;2;;AVENUE;POMPIDOR;41;;1;;4;;;BATIMENT 1;;SAINT JEAN SAINT PIERRE (52 HLM);;1;C;3;728.0;1978;1978;1978;1;52;01/01/1991;;;;;2024.0;2.0;32;10.0
76;11;AUDE;11262;11100;NARBONNE;14;;AVENUE;POMPIDOR;34;;4;;3;;;BATIMENT 1;;SAINT JEAN SAINT PIERRE (52 HLM);;1;C;4;1455.0;1978;1978;1978;1;52;01/01/1991;;;;;2024.0;2.0;32;20.0
76;11;AUDE;11262;11100;NARBONNE;16;;AVENUE;POMPIDOR;34;;4;;3;;;BATIMENT 1;;ST JEAN ST PIERRE 73 HLM;;1;C;4;1455.0;1975;1975;1975;1;52;01/01/1991;;;;;2024.0;2.0;30;20.0
76;11;AUDE;11262;11100;NARBONNE;24;;AVENUE;POMPIDOR;41;;5;;4;;;BATIMENT 1;;ST JEAN ST PIERRE 73 HLM;;1;C;3;1455.0;1975;1975;1975;1;52;01/01/1991;;;;;2024.0;2.0;30;20.0
76;11;AUDE;11262;11100;NARBONNE;18;;AVENUE;POMPIDOR;;;1;;0;;;BATIMENT 2;;ST JEAN ST PIERRE 73 HLM;;1;I;2;50.0;1975;1975;1975;1;52;01/01/1991;;;;;2024.0;2.0;30;1.0
76;11;AUDE;11262;11100;NARBONNE;10;;AVENUE;POMPIDOR;2;;2;;0;;;BATIMENT 1;;ST JEAN ST PIERRE 73 HLM;;1;C;3;716.0;1975;1975;1975;1;52;01/01/1991;;;;;2024.0;2.0;30;10.0
76;11;AUDE;11262;11100;NARBONNE;4;;AVENUE;POMPIDOR;2;;2;;0;;;BATIMENT 1;;SAINT JEAN SAINT PIERRE (52 HLM);;1;C;2;728.0;1978;1978;1978;1;52;01/01/1991;;;;;2024.0;2.0;32;10.0
76;11;AUDE;11262;11100;NARBONNE;7;;AVENUE;POMPIDOR;42;;4;;4;;;BATIMENT 1;;SAINT JEAN SAINT PIERRE (75 HLM);;1;C;3;714.0;1975;1975;1975;1;99;01/07/1990;;;;;2024.0;2.0;29;10.0
76;11;AUDE;11262;11100;NARBONNE;7;;RUE;PIERRE SOUVESTRE;;;;;3;7 rue Pierre Souvestre;2.0;LOGTS A001 A B302;LA GERMANDREE;;;2;C;3;2887.0;2015;2015;2015;4;13;01/12/2015;;;A;A;2064.0;1.0;4910;42.0
76;11;AUDE;11262;11100;NARBONNE;1;;RUE;PIERRE REVERDY;23;;1;;2;;;BATIMENT 1;;PASTOURET (184);;2;C;3;882.0;1968;1968;1968;1;99;09/06/1988;;;;;2018.0;2.0;17;16.0
76;11;AUDE;11262;11100;NARBONNE;17;;RUE;PIERRE REVERDY;22;;9;;2;;;BATIMENT 1;;PASTOURET (184);;2;C;4;583.0;1968;1968;1968;1;99;09/06/1988;;;;;2018.0;2.0;17;8.0
76;11;AUDE;11262;11100;NARBONNE;41;;RUE;PIERRE REVERDY;2;;21;;0;;;BATIMENT 1;;PASTOURET (184);;2;C;2;475.0;1968;1968;1968;1;99;09/06/1988;;;;;2018.0;2.0;17;8.0
76;11;AUDE;11262;11100;NARBONNE;49;;RUE;PIERRE REVERDY;1;;9;;0;;;BATIMENT 1;;PASTOURET (72);;2;C;3;555.0;1967;1967;1967;1;99;09/06/1988;;;;;2018.0;2.0;16;8.0
76;11;AUDE;11262;11100;NARBONNE;11;;RUE;PIERRE REVERDY;11;;6;;1;;;BATIMENT 1;;PASTOURET (184);;2;C;4;475.0;1968;1968;1968;1;99;09/06/1988;;;;;2018.0;2.0;17;8.0
76;11;AUDE;11262;11100;NARBONNE;15;;RUE;PIERRE REVERDY;31;;8;;3;;;BATIMENT 1;;PASTOURET (184);;2;C;4;583.0;1968;1968;1968;1;99;09/06/1988;;;;;2018.0;2.0;17;8.0
76;11;AUDE;11262;11100;NARBONNE;12;;RUE;PIERRE REVERDY;21;;5;;2;;;BATIMENT 1;;PASTOURET (72);;2;C;4;561.0;1967;1967;1967;1;99;09/06/1988;;;;;2018.0;2.0;16;8.0
76;11;AUDE;11262;11100;NARBONNE;47;;RUE;PIERRE REVERDY;31;;8;;3;;;BATIMENT 1;;PASTOURET (72);;2;C;3;457.0;1967;1967;1967;1;99;09/06/1988;;;;;2018.0;2.0;16;8.0
76;11;AUDE;11262;11100;NARBONNE;43;;RUE;PIERRE REVERDY;11;;6;;1;;;BATIMENT 1;;PASTOURET (72);;2;C;4;453.0;1967;1967;1967;1;99;09/06/1988;;;;;2018.0;2.0;16;8.0
76;11;AUDE;11262;11100;NARBONNE;9;;RUE;PIERRE REVERDY;32;;5;;3;;;BATIMENT 1;;PASTOURET (184);;2;C;3;475.0;1968;1968;1968;1;99;09/06/1988;;;;;2018.0;2.0;17;8.0
76;11;AUDE;11262;11100;NARBONNE;35;;RUE;PIERRE REVERDY;21;;18;;2;;;BATIMENT 1;;PASTOURET (184);;2;C;3;472.0;1968;1968;1968;1;99;09/06/1988;;;;;2018.0;2.0;17;8.0
76;11;AUDE;11262;11100;NARBONNE;10;;RUE;PIERRE REVERDY;12;;4;;1;;;BATIMENT 1;;PASTOURET (72);;2;C;3;456.0;1967;1967;1967;1;99;09/06/1988;;;;;2018.0;2.0;16;8.0
76;11;AUDE;11262;11100;NARBONNE;7;;RUE;PIERRE REVERDY;12;;4;;1;;;BATIMENT 1;;PASTOURET (184);;2;C;3;475.0;1968;1968;1968;1;99;09/06/1988;;;;;2018.0;2.0;17;8.0
76;11;AUDE;11262;11100;NARBONNE;4;;RUE;PIERRE REVERDY;12;;1;;1;;;BATIMENT 1;;PASTOURET (72);;2;C;2;456.0;1967;1967;1967;1;99;09/06/1988;;;;;2018.0;2.0;16;8.0
76;11;AUDE;11262;11100;NARBONNE;45;;RUE;PIERRE REVERDY;2;;7;;0;;;BATIMENT 1;;PASTOURET (72);;2;C;3;460.0;1967;1967;1967;1;99;09/06/1988;;;;;2018.0;2.0;16;8.0
76;11;AUDE;11262;11100;NARBONNE;13;;RUE;PIERRE REVERDY;22;;7;;2;;;BATIMENT 1;;PASTOURET (184);;2;C;4;583.0;1968;1968;1968;1;99;09/06/1988;;;;;2018.0;2.0;17;8.0
76;11;AUDE;11262;11100;NARBONNE;31;;RUE;PIERRE REVERDY;21;;16;;2;;;BATIMENT 1;;PASTOURET (184);;2;C;4;475.0;1968;1968;1968;1;99;09/06/1988;;;;;2018.0;2.0;17;8.0
76;11;AUDE;11262;11100;NARBONNE;29;;RUE;PIERRE REVERDY;11;;15;;1;;;BATIMENT 1;;PASTOURET (184);;2;C;3;472.0;1968;1968;1968;1;99;09/06/1988;;;;;2018.0;2.0;17;8.0
76;11;AUDE;11262;11100;NARBONNE;5;;RUE;PIERRE REVERDY;11;;3;;1;;;BATIMENT 1;;PASTOURET (184);;2;C;3;475.0;1968;1968;1968;1;99;09/06/1988;;;;;2018.0;2.0;17;8.0
76;11;AUDE;11262;11100;NARBONNE;8;;RUE;PIERRE REVERDY;11;;3;;1;;;BATIMENT 1;;PASTOURET (72);;2;C;3;459.0;1967;1967;1967;1;99;09/06/1988;;;;;2018.0;2.0;16;8.0
76;11;AUDE;11262;11100;NARBONNE;37;;RUE;PIERRE REVERDY;2;;19;;0;;;BATIMENT 1;;PASTOURET (184);;2;C;2;472.0;1968;1968;1968;1;99;09/06/1988;;;;;2018.0;2.0;17;8.0
76;11;AUDE;11262;11100;NARBONNE;25;;RUE;PIERRE REVERDY;32;;13;;3;;;BATIMENT 1;;PASTOURET (184);;2;C;3;472.0;1968;1968;1968;1;99;09/06/1988;;;;;2018.0;2.0;17;8.0
76;11;AUDE;11262;11100;NARBONNE;27;;RUE;PIERRE REVERDY;2;;14;;0;;;BATIMENT 1;;PASTOURET (184);;2;C;2;471.0;1968;1968;1968;1;99;09/06/1988;;;;;2018.0;2.0;17;8.0
76;11;AUDE;11262;11100;NARBONNE;33;;RUE;PIERRE REVERDY;31;;17;;3;;;BATIMENT 1;;PASTOURET (184);;2;C;4;475.0;1968;1968;1968;1;99;09/06/1988;;;;;2018.0;2.0;17;8.0
