REG;DEP;LIBDEP;DEPCOM;CODEPOSTAL;LIBCOM;NUMVOIE;INDREP;TYPVOIE;NOMVOIE;NUMAPPT;NUMBOITE;ESC;COULOIR;ETAGE;COMPLIDENT;ENTREE;BAT;IMMEU;COMPLGEO;LIEUDIT;QPV;TYPECONST;NBPIECE;SURFHAB;CONSTRUCT;LOCAT;PATRIMOINE;ORIGINE;FINAN;DATCONV;NEWLOGT;CUS;DPEENERGIE;DPESERRE;SRU_EXPIR;SRU_ALINEA;CODSEGPATRIM;nb
76;11;AUDE;11262;11100;NARBONNE;58;;RUE;HERCULE BIRAT;12;;0;;0;;;0;LA CERISAIE;;;1;I;4;82.0;1991;1991;1991;1;12;23/04/1990;;13.0;C;D;2025.0;;2;1.0
76;11;AUDE;11262;11100;NARBONNE;36;;RUE;HERCULE BIRAT;41;;0;;0;;;0;LA POMMERAIE;;;1;I;4;82.0;1987;1987;1987;1;12;20/05/1986;;13.0;D;C;2020.0;;2;1.0
76;11;AUDE;11262;11100;NARBONNE;10;;RUE;HERCULE BIRAT;25;;0;;0;;;0;LA POMMERAIE;;;1;I;4;82.0;1987;1987;1987;1;12;20/05/1986;;13.0;D;C;2020.0;;2;1.0
76;11;AUDE;11262;11100;NARBONNE;14;;RUE;HERCULE BIRAT;23;;0;;0;;;0;LA POMMERAIE;;;1;I;6;102.0;1987;1987;1987;1;12;20/05/1986;;13.0;D;B;2020.0;;2;1.0
76;11;AUDE;11262;11100;NARBONNE;8;;RUE;HERCULE BIRAT;26;;0;;0;;;0;LA POMMERAIE;;;1;I;4;82.0;1987;1987;1987;1;12;20/05/1986;;13.0;D;C;2020.0;;2;1.0
76;11;AUDE;11262;11100;NARBONNE;9;;RUE;HENRI ROUZAUD;23;;1;;2;;;ENSEMBLE 1;;RUE HENRI ROUZAUD;;2;C;3;596.0;1989;1989;1989;1;12;01/08/1989;;;;;2023.0;2.0;56;9.0
76;11;AUDE;11262;11100;NARBONNE;6;;RUE;GOUNOD;21;;4;;2;;;BATIMENT 1;;AVENUE DE  BORDEAUX;;2;C;4;229.0;1951;1951;1951;1;99;01/07/1994;;;;;2028.0;2.0;3;4.0
76;11;AUDE;11262;11100;NARBONNE;18;;RUE;GOUNOD;202;;0;;2;;;B;AYSU;;;2;I;2;292.0;2013;2013;2013;1;13;15/12/2010;;13.0;C;A;2061.0;;2;6.0
76;11;AUDE;11262;11100;NARBONNE;8;;RUE;GOUNOD;31;;3;;3;;;BATIMENT 1;;AVENUE DE  BORDEAUX;;2;C;4;302.0;1951;1951;1951;1;99;01/07/1994;;;;;2028.0;2.0;3;5.0
76;11;AUDE;11262;11100;NARBONNE;E;;RUE;GERMAIN MOURET;32;;5;;3;;;BATIMENT 1;;ARENES ROMAINES;;2;C;4;415.0;1959;1959;1959;1;99;01/01/1993;;;;;2027.0;2.0;12;7.0
76;11;AUDE;11262;11100;NARBONNE;D;;RUE;GERMAIN MOURET;31;;4;;3;;;BATIMENT 1;;ARENES ROMAINES;;2;C;1;249.0;1959;1959;1959;1;99;01/01/1993;;;;;2027.0;2.0;12;7.0
76;11;AUDE;11262;11100;NARBONNE;F;;RUE;GERMAIN MOURET;22;;6;;2;;;BATIMENT 1;;ARENES ROMAINES;;2;C;3;294.0;1959;1959;1959;1;99;01/01/1993;;;;;2027.0;2.0;12;6.0
76;11;AUDE;11262;11100;NARBONNE;H;;RUE;GERMAIN MOURET;32;;8;;3;;;BATIMENT 1;;ARENES ROMAINES;;2;C;2;346.0;1959;1959;1959;1;99;01/01/1993;;;;;2027.0;2.0;12;7.0
76;11;AUDE;11262;11100;NARBONNE;G;;RUE;GERMAIN MOURET;1;;7;;0;;;BATIMENT 1;;ARENES ROMAINES;;2;C;2;472.0;1959;1959;1959;1;99;01/01/1993;;;;;2027.0;2.0;12;7.0
76;11;AUDE;11262;11100;NARBONNE;C;;RUE;GERMAIN MOURET;12;;3;;1;;;BATIMENT 1;;ARENES ROMAINES;;2;C;4;348.0;1959;1959;1959;1;99;01/01/1993;;;;;2027.0;2.0;12;6.0
76;11;AUDE;11262;11100;NARBONNE;8;;RUE;GENTILLE COHEN;24;;3;;2;;;BA;;SAINT JEAN SAINT PIERRE (100 PLR);;1;C;4;1184.0;1974;1974;1974;1;99;01/07/1989;;;C;C;2023.0;2.0;22;17.0
76;11;AUDE;11262;11100;NARBONNE;1;;RUE;GENTILLE COHEN;2;;1;;0;;;BATIMENT 1;;SAINT JEAN SAINT PIERRE (40 HLM);;1;C;4;1456.0;1975;1975;1975;1;99;01/07/1989;;;;;2023.0;2.0;26;20.0
76;11;AUDE;11262;11100;NARBONNE;11;;RUE;GAY LUSSAC;;;9;;0;;;ENSEMBLE 1;;15 PLA CASSAYET;;2;I;3;70.0;1985;1985;1985;1;12;01/01/1985;;;;;2018.0;2.0;45;1.0
76;11;AUDE;11262;11100;NARBONNE;15 C;;RUE;GAY LUSSAC;;;15;;1;;;ENSEMBLE 1;;15 PLA CASSAYET;;2;I;5;96.0;1985;1985;1985;1;12;01/01/1985;;;;;2018.0;2.0;45;1.0
76;11;AUDE;11262;11100;NARBONNE;9;;RUE;GAY LUSSAC;;;8;;0;;;ENSEMBLE 1;;15 PLA CASSAYET;;2;I;3;66.0;1985;1985;1985;1;12;01/01/1985;;;;;2018.0;2.0;45;1.0
76;11;AUDE;11262;11100;NARBONNE;11 C;;RUE;GAY LUSSAC;;;11;;1;;;ENSEMBLE 1;;15 PLA CASSAYET;;2;I;5;96.0;1985;1985;1985;1;12;01/01/1985;;;;;2018.0;2.0;45;1.0
76;11;AUDE;11262;11100;NARBONNE;13;;RUE;GAY LUSSAC;;;12;;0;;;ENSEMBLE 1;;15 PLA CASSAYET;;2;I;3;63.0;1985;1985;1985;1;12;01/01/1985;;;;;2018.0;2.0;45;1.0
76;11;AUDE;11262;11100;NARBONNE;15 A;;RUE;GAY LUSSAC;;;13;;0;;;ENSEMBLE 1;;15 PLA CASSAYET;;2;I;3;70.0;1985;1985;1985;1;12;01/01/1985;;;;;2018.0;2.0;45;1.0
76;11;AUDE;11262;11100;NARBONNE;15 B;;RUE;GAY LUSSAC;;;14;;1;;;ENSEMBLE 1;;15 PLA CASSAYET;;2;I;5;92.0;1985;1985;1985;1;12;01/01/1985;;;;;2018.0;2.0;45;1.0
76;11;AUDE;11262;11100;NARBONNE;7;;RUE;GAY LUSSAC;;;7;;0;;;ENSEMBLE 1;;15 PLA CASSAYET;;2;I;3;66.0;1985;1985;1985;1;12;01/01/1985;;;;;2018.0;2.0;45;1.0
76;11;AUDE;11262;11100;NARBONNE;11 B;;RUE;GAY LUSSAC;;;10;;1;;;ENSEMBLE 1;;15 PLA CASSAYET;;2;I;5;92.0;1985;1985;1985;1;12;01/01/1985;;;;;2018.0;2.0;45;1.0
76;11;AUDE;11262;11100;NARBONNE;15;;RUE;GARIBALDI;22;;3;;2;;;ENSEMBLE 1;;40 PLA SAINT-SEBASTIEN;;1;C;2;488.0;1640;1986;1986;2;11;01/05/1986;;;;;2019.0;2.0;49;10.0
76;11;AUDE;11262;11100;NARBONNE;13;;RUE;GARIBALDI;12;;1;;1;;;ENSEMBLE 1;;17 PLA SAINT-SEBASTIEN;;1;C;3;804.0;1986;1986;1986;1;12;01/01/1986;;;;;2019.0;2.0;48;11.0
76;11;AUDE;11262;11100;NARBONNE;14;;AVENUE;GAL LECLERC;102;;0;;0;;;A;RESIDENCE LES CENTAUREES;;;1;C;3;529.0;2014;2014;2014;1;13;05/12/2011;;13.0;;;2064.0;;2;8.0
76;11;AUDE;11262;11100;NARBONNE;14BIS;;AVENUE;GAL LECLERC;204;;0;;2;;;B;RESIDENCE LES CENTAUREES;;;1;C;4;1630.0;2014;2014;2014;1;13;05/12/2011;;13.0;;;2064.0;;2;22.0
76;11;AUDE;11262;11100;NARBONNE;4;;RUE;GABRIEL PELOUZE;21;;4;;2;;;ENSEMBLE 1;;3 PLA-I  4 RUE GABRIEL PELOUZE;;2;C;2;72.0;1880;2000;2000;2;11;01/11/2000;;10.0;;;2032.0;2.0;89;3.0
76;11;AUDE;11262;11100;NARBONNE;43;;RUE;GABRIEL PELOUZE;;;3;;0;;;ENSEMBLE 1;;RESIDENCE ISLE SAINT-AMBROISE;;1;I;4;82.0;1992;1992;1992;1;12;01/01/1992;;;;;2025.0;2.0;61;1.0
76;11;AUDE;11262;11100;NARBONNE;45;;RUE;GABRIEL PELOUZE;;;4;;0;;;ENSEMBLE 1;;RESIDENCE ISLE SAINT-AMBROISE;;1;I;4;82.0;1992;1992;1992;1;12;01/01/1992;;;;;2025.0;2.0;61;1.0
76;11;AUDE;11262;11100;NARBONNE;39;;RUE;GABRIEL PELOUZE;;;1;;0;;;ENSEMBLE 1;;RESIDENCE ISLE SAINT-AMBROISE;;1;I;4;82.0;1992;1992;1992;1;12;01/01/1992;;;;;2025.0;2.0;61;1.0
76;11;AUDE;11262;11100;NARBONNE;47;;RUE;GABRIEL PELOUZE;31;;1;;3;;;ENSEMBLE 2;;RESIDENCE ISLE SAINT-AMBROISE;;1;C;3;216.0;1992;1992;1992;1;12;01/01/1992;;;;;2025.0;2.0;61;3.0
76;11;AUDE;11262;11100;NARBONNE;41;;RUE;GABRIEL PELOUZE;;;2;;0;;;ENSEMBLE 1;;RESIDENCE ISLE SAINT-AMBROISE;;1;I;4;82.0;1992;1992;1992;1;12;01/01/1992;;;;;2025.0;2.0;61;1.0
76;11;AUDE;11262;11100;NARBONNE;13;;R;GABRIEL PELOUZE;6639;;;;3;;;;;;APT N. 303;1;C;3;471.0;2017;2017;2017;4;13;19/11/2014;;;C;A;;;;9.0
76;11;AUDE;11262;11100;NARBONNE;5;;IMPASSE;FLATTERS;13;;1;;1;;;ENSEMBLE 1;;8 PLA RESIDENCE FLATTERS;;2;C;3;494.0;1996;1997;1996;1;11;15/07/1997;;;;;2028.0;2.0;82;8.0
76;11;AUDE;11262;11100;NARBONNE;2BIS;;IMPASSE;FLATTERS;22;;1;;2;;;ENSEMBLE 1;;RESIDENCE CHENNEBIER;;2;C;1;78.0;1900;2004;2003;2;10;15/01/2005;;10.0;;;2039.0;2.0;93;4.0
76;11;AUDE;11262;11100;NARBONNE;3;;CLOS;ENCLOS SAINT VINCENT;;;3;;0;;;BATIMENT 1;;ENCLOS SAINT VINCENT;;2;I;2;35.0;1958;1958;1958;1;99;01/07/1995;;;;;2027.0;2.0;8;1.0
76;11;AUDE;11262;11100;NARBONNE;12;;CLOS;ENCLOS SAINT VINCENT;;;12;;1;;;BATIMENT 1;;ENCLOS SAINT VINCENT;;2;I;3;46.0;1958;1958;1958;1;99;01/07/1995;;;;;2027.0;2.0;8;1.0
76;11;AUDE;11262;11100;NARBONNE;1;;CLOS;ENCLOS SAINT VINCENT;;;1;;0;;;BATIMENT 1;;ENCLOS SAINT VINCENT;;2;I;4;55.0;1958;1958;1958;1;99;01/07/1995;;;;;2027.0;2.0;8;1.0
76;11;AUDE;11262;11100;NARBONNE;11;;CLOS;ENCLOS SAINT VINCENT;;;11;;0;;;BATIMENT 1;;ENCLOS SAINT VINCENT;;2;I;2;35.0;1958;1958;1958;1;99;01/07/1995;;;;;2027.0;2.0;8;1.0
76;11;AUDE;11262;11100;NARBONNE;5;;CLOS;ENCLOS SAINT VINCENT;;;5;;0;;;BATIMENT 1;;ENCLOS SAINT VINCENT;;2;I;3;45.0;1958;1958;1958;1;99;01/07/1995;;;;;2027.0;2.0;8;1.0
76;11;AUDE;11262;11100;NARBONNE;2;;CLOS;ENCLOS SAINT VINCENT;;;2;;1;;;BATIMENT 1;;ENCLOS SAINT VINCENT;;2;I;5;66.0;1958;1958;1958;1;99;01/07/1995;;;;;2027.0;2.0;8;1.0
76;11;AUDE;11262;11100;NARBONNE;10;;CLOS;ENCLOS SAINT VINCENT;;;10;;1;;;BATIMENT 1;;ENCLOS SAINT VINCENT;;2;I;5;66.0;1958;1958;1958;1;99;01/07/1995;;;;;2027.0;2.0;8;1.0
76;11;AUDE;11262;11100;NARBONNE;4;;CLOS;ENCLOS SAINT VINCENT;;;4;;1;;;BATIMENT 1;;ENCLOS SAINT VINCENT;;2;I;3;46.0;1958;1958;1958;1;99;01/07/1995;;;;;2027.0;2.0;8;1.0
76;11;AUDE;11262;11100;NARBONNE;7;;CLOS;ENCLOS SAINT VINCENT;;;7;;0;;;BATIMENT 1;;ENCLOS SAINT VINCENT;;2;I;2;35.0;1958;1958;1958;1;99;01/07/1995;;;;;2027.0;2.0;8;1.0
76;11;AUDE;11262;11100;NARBONNE;8;;CLOS;ENCLOS SAINT VINCENT;;;8;;1;;;BATIMENT 1;;ENCLOS SAINT VINCENT;;2;I;3;46.0;1958;1958;1958;1;99;01/07/1995;;;;;2027.0;2.0;8;1.0
76;11;AUDE;11262;11100;NARBONNE;9;;CLOS;ENCLOS SAINT VINCENT;;;9;;0;;;BATIMENT 1;;ENCLOS SAINT VINCENT;;2;I;4;55.0;1958;1958;1958;1;99;01/07/1995;;;;;2027.0;2.0;8;1.0
76;11;AUDE;11262;11100;NARBONNE;6;;CLOS;ENCLOS SAINT VINCENT;;;6;;1;;;BATIMENT 1;;ENCLOS SAINT VINCENT;;2;I;4;55.0;1958;1958;1958;1;99;01/07/1995;;;;;2027.0;2.0;8;1.0
76;11;AUDE;11262;11100;NARBONNE;3;;RUE;EMILE EUDES;1;;2;;0;;;BATIMENT 1;;SAINT JEAN SAINT PIERRE (75 HLM);;1;C;3;714.0;1975;1975;1975;1;99;01/07/1990;;;;;2024.0;2.0;29;10.0
76;11;AUDE;11262;11100;NARBONNE;1;;RUE;EMILE EUDES;41;;1;;4;;;BATIMENT 1;;SAINT JEAN SAINT PIERRE (75 HLM);;1;C;4;714.0;1975;1975;1975;1;99;01/07/1990;;;;;2024.0;2.0;29;10.0
76;11;AUDE;11262;11100;NARBONNE;5;;RUE;EMILE EUDES;22;;3;;2;;;BATIMENT 1;;SAINT JEAN SAINT PIERRE (75 HLM);;1;C;3;714.0;1975;1975;1975;1;99;01/07/1990;;;;;2024.0;2.0;29;10.0
76;11;AUDE;11262;11100;NARBONNE;10;;R;EMILE EUDE;3598;;;;2;;;;;;APT N.38 BAT B - RES ST VINCENT;1;C;4;1945.0;1851;1990;1990;3;12;28/05/1980;;;C;E;;;;23.0
76;11;AUDE;11262;11100;NARBONNE;8;;R;EMILE EUDE;3576;;;;3;;;;;;APT N.16 BAT A - RES ST VINCENT;1;C;3;1929.0;1851;1990;1990;3;12;28/05/1980;;;C;E;;;;32.0
76;11;AUDE;11262;11100;NARBONNE;12;;R;EMILE EUDE;3618;;;;1;;;;;;APT N.58 BAT D - RES ST VINCENT;1;C;4;587.0;1851;1990;1990;3;12;28/05/1980;;;C;E;;;;7.0
76;11;AUDE;11262;11100;NARBONNE;24;;RUE;EDMOND VALENTIN;;;;;3;;;P131L-03;;;;2;C;2;2674.0;2015;2015;2015;1;13;26/11/2014;;;A;A;2063.0;1.0;;41.0
76;11;AUDE;11262;11100;NARBONNE;22;;RUE;EDMOND VALENTIN;12;;0;;0;;;0;L`HORREUM;;;2;C;3;850.0;1993;1993;1993;1;12;29/10/1992;;13.0;B;C;2028.0;;2;12.0
76;11;AUDE;11262;11100;NARBONNE;S;;RUE;DUPLESSIS DE POUZILHAC;11;;19;;1;;;BATIMENT 1;;ARENES ROMAINES;;2;C;1;249.0;1959;1959;1959;1;99;01/01/1993;;;;;2027.0;2.0;12;7.0
76;11;AUDE;11262;11100;NARBONNE;R;;RUE;DUPLESSIS DE POUZILHAC;11;;18;;1;;;BATIMENT 1;;ARENES ROMAINES;;2;C;2;299.0;1959;1959;1959;1;99;01/01/1993;;;;;2027.0;2.0;12;6.0
76;11;AUDE;11262;11100;NARBONNE;Q;;RUE;DUPLESSIS DE POUZILHAC;31;;17;;3;;;BATIMENT 1;;ARENES ROMAINES;;2;C;2;418.0;1959;1959;1959;1;99;01/01/1993;;;;;2027.0;2.0;12;7.0
76;11;AUDE;11262;11100;NARBONNE;N;;RUE;DUPLESSIS DE POUZILHAC;2;;14;;0;;;BATIMENT 1;;ARENES ROMAINES;;2;C;2;421.0;1959;1959;1959;1;99;01/01/1993;;;;;2027.0;2.0;12;7.0
76;11;AUDE;11262;11100;NARBONNE;O;;RUE;DUPLESSIS DE POUZILHAC;2;;15;;0;;;BATIMENT 1;;ARENES ROMAINES;;2;C;3;427.0;1959;1959;1959;1;99;01/01/1993;;;;;2027.0;2.0;12;7.0
76;11;AUDE;11262;11100;NARBONNE;P;;RUE;DUPLESSIS DE POUZILHAC;31;;16;;3;;;BATIMENT 1;;ARENES ROMAINES;;2;C;3;393.0;1959;1959;1959;1;99;01/01/1993;;;;;2027.0;2.0;12;7.0
76;11;AUDE;11262;11100;NARBONNE;55;;RUE;DU VERDOUBLE;41;;5;;4;;;ENSEMBLE 1;;70 PLA ST JEAN ST PIERRE;;1;C;3;701.0;1980;1982;1982;1;12;01/10/1981;;;;;2035.0;2.0;40;10.0
76;11;AUDE;11262;11100;NARBONNE;42;;RUE;DU VERDOUBLE;42;;5;;4;;;ENSEMBLE 1;;ST JEAN ST PIERRE (50 HLM VERDOUBLE);;1;C;3;710.0;1980;1980;1980;1;52;15/07/1992;;;;;2027.0;2.0;37;10.0
76;11;AUDE;11262;11100;NARBONNE;51;;RUE;DU VERDOUBLE;32;;3;;3;;;ENSEMBLE 1;;70 PLA ST JEAN ST PIERRE;;1;C;3;686.0;1980;1982;1982;1;12;01/10/1981;;;;;2035.0;2.0;40;10.0
76;11;AUDE;11262;11100;NARBONNE;47;;RUE;DU VERDOUBLE;2;;1;;0;;;ENSEMBLE 1;;70 PLA ST JEAN ST PIERRE;;1;C;3;710.0;1980;1982;1982;1;12;01/10/1981;;;;;2035.0;2.0;40;10.0
76;11;AUDE;11262;11100;NARBONNE;38;;RUE;DU VERDOUBLE;1;;3;;0;;;ENSEMBLE 1;;ST JEAN ST PIERRE (50 HLM VERDOUBLE);;1;C;3;705.0;1980;1980;1980;1;52;15/07/1992;;;;;2027.0;2.0;37;10.0
76;11;AUDE;11262;11100;NARBONNE;34;;RUE;DU VERDOUBLE;21;;1;;2;;;ENSEMBLE 1;;ST JEAN ST PIERRE (50 HLM VERDOUBLE);;1;C;4;710.0;1980;1980;1980;1;52;15/07/1992;;;;;2027.0;2.0;37;10.0
76;11;AUDE;11262;11100;NARBONNE;36;;RUE;DU VERDOUBLE;21;;2;;2;;;ENSEMBLE 1;;ST JEAN ST PIERRE (50 HLM VERDOUBLE);;1;C;3;709.0;1980;1980;1980;1;52;15/07/1992;;;;;2027.0;2.0;37;10.0
76;11;AUDE;11262;11100;NARBONNE;57;;RUE;DU VERDOUBLE;21;;6;;2;;;ENSEMBLE 1;;70 PLA ST JEAN ST PIERRE;;1;C;4;686.0;1980;1982;1982;1;12;01/10/1981;;;;;2035.0;2.0;40;10.0
76;11;AUDE;11262;11100;NARBONNE;49;;RUE;DU VERDOUBLE;11;;2;;1;;;ENSEMBLE 1;;70 PLA ST JEAN ST PIERRE;;1;C;3;705.0;1980;1982;1982;1;12;01/10/1981;;;;;2035.0;2.0;40;10.0
76;11;AUDE;11262;11100;NARBONNE;40;;RUE;DU VERDOUBLE;2;;4;;0;;;ENSEMBLE 1;;ST JEAN ST PIERRE (50 HLM VERDOUBLE);;1;C;2;698.0;1980;1980;1980;1;52;15/07/1992;;;;;2027.0;2.0;37;10.0
76;11;AUDE;11262;11100;NARBONNE;53;;RUE;DU VERDOUBLE;21;;4;;2;;;ENSEMBLE 1;;70 PLA ST JEAN ST PIERRE;;1;C;5;731.0;1980;1982;1982;1;12;01/10/1981;;;;;2035.0;2.0;40;10.0
76;11;AUDE;11262;11100;NARBONNE;59;;RUE;DU VERDOUBLE;11;;7;;1;;;ENSEMBLE 1;;70 PLA ST JEAN ST PIERRE;;1;C;5;720.0;1980;1982;1982;1;12;01/10/1981;;;;;2035.0;2.0;40;10.0
76;11;AUDE;11262;11100;NARBONNE;27;;RUE;DU TREBOUL;;;6;;0;;;ENSEMBLE;;RSD CHARLES PERRAULT;;2;I;4;95.0;2008;2009;2008;1;10;13/10/2010;;10.0;;;2051.0;2.0;104;1.0
76;11;AUDE;11262;11100;NARBONNE;25;;RUE;DU TREBOUL;;;7;;0;;;ENSEMBLE;;RSD CHARLES PERRAULT;;2;I;4;95.0;2008;2009;2008;1;10;13/10/2010;;10.0;;;2051.0;2.0;104;1.0
76;11;AUDE;11262;11100;NARBONNE;31;;RUE;DU TREBOUL;;;4;;0;;;ENSEMBLE;;RSD CHARLES PERRAULT;;2;I;4;95.0;2008;2009;2008;1;10;13/10/2010;;10.0;;;2051.0;2.0;104;1.0
76;11;AUDE;11262;11100;NARBONNE;33;;RUE;DU TREBOUL;;;3;;0;;;ENSEMBLE;;RSD CHARLES PERRAULT;;2;I;4;95.0;2008;2009;2008;1;10;13/10/2010;;10.0;;;2051.0;2.0;104;1.0
76;11;AUDE;11262;11100;NARBONNE;37;;RUE;DU TREBOUL;;;1;;0;;;ENSEMBLE;;RSD CHARLES PERRAULT;;2;I;4;95.0;2008;2009;2008;1;10;13/10/2010;;10.0;;;2051.0;2.0;104;1.0
76;11;AUDE;11262;11100;NARBONNE;35;;RUE;DU TREBOUL;;;2;;0;;;ENSEMBLE;;RSD CHARLES PERRAULT;;2;I;4;95.0;2008;2009;2008;1;10;13/10/2010;;10.0;;;2051.0;2.0;104;1.0
76;11;AUDE;11262;11100;NARBONNE;29;;RUE;DU TREBOUL;;;5;;0;;;ENSEMBLE;;RSD CHARLES PERRAULT;;2;I;4;95.0;2008;2009;2008;1;10;13/10/2010;;10.0;;;2051.0;2.0;104;1.0
76;11;AUDE;11262;11100;NARBONNE;19;;RUE;DU TRAPEL;12;;0;;0;;;0;LE CLOS DES AMANDIERS III;;;2;I;4;83.0;1988;1988;1988;1;12;02/07/1987;;13.0;C;D;2021.0;;2;1.0
76;11;AUDE;11262;11100;NARBONNE;6A;;AVENUE;DU THEATRE;6;;6;;0;;;ENSEMBLE 1;;32 PLA NARBONNE-PLAGE;;2;I;5;1112.0;1986;1986;1986;1;12;01/07/1986;;;;;2019.0;2.0;47;12.0
76;11;AUDE;11262;11100;NARBONNE;6C;;AVENUE;DU THEATRE;29;;2;;0;;;ENSEMBLE 1;;6 PLA NARBONNE-PLAGE;;2;I;4;486.0;1996;1997;1996;1;12;15/06/1997;;;;;2028.0;2.0;79;6.0
76;11;AUDE;11262;11100;NARBONNE;2BIS;;AVENUE;DU THEATRE;2;;1;;0;;;ENSEMBLE 1;;RESIDENCE LES COLONIES - NARBONNE PLAGE;;2;C;2;313.0;2009;2010;2009;1;10;28/09/2009;;10.0;;;2047.0;2.0;107;6.0
76;11;AUDE;11262;11100;NARBONNE;6B;;AVENUE;DU THEATRE;20;;20;;0;;;ENSEMBLE 1;;32 PLA NARBONNE-PLAGE;;2;I;5;1520.0;1986;1986;1986;1;12;01/07/1986;;;;;2020.0;2.0;47;16.0
76;11;AUDE;11262;11100;NARBONNE;40;;AV;DU THEATRE;6517;;;;0;;;;;;40 AVENUE DU THEATRE;2;C;3;69.0;2016;2016;2016;1;10;13/12/2011;;;B;A;;;;1.0
76;11;AUDE;11262;11100;NARBONNE;38;;AV;DU THEATRE;6516;;;;0;;;;;;38 AVENUE DU THEATRE;2;C;2;54.0;2016;2016;2016;1;10;13/12/2011;;;B;A;;;;1.0
76;11;AUDE;11262;11100;NARBONNE;42;;AV;DU THEATRE;6518;;;;0;;;;;;42 AVENUE DU THEATRE;2;C;3;69.0;2016;2016;2016;1;13;13/12/2011;;;B;A;;;;1.0
76;11;AUDE;11262;11100;NARBONNE;44;;AV;DU THEATRE;6519;;;;0;;;;;;44 AVENUE DU THEATRE;2;C;3;68.0;2016;2016;2016;1;13;13/12/2011;;;B;A;;;;1.0
76;11;AUDE;11262;11100;NARBONNE;36;;AV;DU THEATRE;6515;;;;0;;;;;;;2;C;4;79.0;2016;2016;2016;1;10;13/12/2011;;;B;A;;;;1.0
76;11;AUDE;11262;11100;NARBONNE;5;;RUE;DU SOU;;;3;;0;;;ENSEMBLE 1;;SAINT JEAN LA SOURCE;;2;I;4;77.0;1990;1990;1990;1;12;01/10/1990;;;;;2024.0;2.0;59;1.0
76;11;AUDE;11262;11100;NARBONNE;11;;RUE;DU SOU;;;6;;0;;;ENSEMBLE 1;;SAINT JEAN LA SOURCE;;2;I;4;77.0;1990;1990;1990;1;12;01/10/1990;;;;;2024.0;2.0;59;1.0
76;11;AUDE;11262;11100;NARBONNE;1;;RUE;DU SOU;;;1;;0;;;ENSEMBLE 1;;SAINT JEAN LA SOURCE;;2;I;5;90.0;1990;1990;1990;1;12;01/10/1990;;;;;2024.0;2.0;59;1.0
76;11;AUDE;11262;11100;NARBONNE;7;;RUE;DU SOU;;;4;;0;;;ENSEMBLE 1;;SAINT JEAN LA SOURCE;;2;I;4;77.0;1990;1990;1990;1;12;01/10/1990;;;;;2024.0;2.0;59;1.0
76;11;AUDE;11262;11100;NARBONNE;3;;RUE;DU SOU;;;2;;0;;;ENSEMBLE 1;;SAINT JEAN LA SOURCE;;2;I;4;77.0;1990;1990;1990;1;12;01/10/1990;;;;;2024.0;2.0;59;1.0
76;11;AUDE;11262;11100;NARBONNE;9;;RUE;DU SOU;;;5;;0;;;ENSEMBLE 1;;SAINT JEAN LA SOURCE;;2;I;4;77.0;1990;1990;1990;1;12;01/10/1990;;;;;2024.0;2.0;59;1.0
76;11;AUDE;11262;11100;NARBONNE;8;;BOULEVARD;DU ROUSSILLON;41;;8;;4;;;BATIMENT 1;;RAZIMBAUD (158);;1;C;5;743.0;1965;1965;1965;1;99;01/01/1990;;;;;2024.0;2.0;14;10.0
76;11;AUDE;11262;11100;NARBONNE;6;;BOULEVARD;DU ROUSSILLON;21;;6;;2;;;BATIMENT 1;;RAZIMBAUD (158);;1;C;4;698.0;1965;1965;1965;1;99;01/01/1990;;;;;2024.0;2.0;14;10.0
76;11;AUDE;11262;11100;NARBONNE;5;;BOULEVARD;DU ROUSSILLON;42;;5;;4;;;BATIMENT 1;;RAZIMBAUD (158);;1;C;4;675.0;1965;1965;1965;1;99;01/01/1990;;;;;2024.0;2.0;14;9.0
76;11;AUDE;11262;11100;NARBONNE;4;;BOULEVARD;DU ROUSSILLON;42;;4;;4;;;BATIMENT 1;;RAZIMBAUD (158);;1;C;4;606.0;1965;1965;1965;1;99;01/01/1990;;;;;2024.0;2.0;14;10.0
76;11;AUDE;11262;11100;NARBONNE;2;;BOULEVARD;DU ROUSSILLON;41;;2;;4;;;BATIMENT 1;;RAZIMBAUD (158);;1;C;3;639.0;1965;1965;1965;1;99;01/01/1990;;;;;2024.0;2.0;14;10.0
76;11;AUDE;11262;11100;NARBONNE;1;;BOULEVARD;DU ROUSSILLON;2;;1;;0;;;BATIMENT 1;;RAZIMBAUD (158);;1;C;5;859.0;1965;1965;1965;1;99;01/01/1990;;;;;2024.0;2.0;14;10.0
76;11;AUDE;11262;11100;NARBONNE;3;;BOULEVARD;DU ROUSSILLON;11;;3;;1;;;BATIMENT 1;;RAZIMBAUD (158);;1;C;3;528.0;1965;1965;1965;1;99;01/01/1990;;;;;2024.0;2.0;14;10.0
76;11;AUDE;11262;11100;NARBONNE;1;;BD;DU ROUSSILLON;2121;;;;3;;;;;;APT N.6  BATIMENT ELYCIA;1;C;3;1114.0;1965;1966;1966;1;52;27/09/1995;;;C;D;;;;17.0
76;11;AUDE;11262;11100;NARBONNE;2;;BD;DU ROUSSILLON;2127;;;;3;;;;;;APT N.12 BATIMENT ELYCIA;1;C;3;372.0;1965;1966;1966;1;52;27/09/1995;;;C;D;;;;6.0
